url,filename,num_chars
https://bvrithyderabad.edu.in/nirf/,nirf.txt,8872
https://bvrithyderabad.edu.in/admission-process/,admission_process.txt,9951
https://bvrithyderabad.edu.in/contact-dr-manoj-professor-i-c-admissions-92471-64714-for-admissions/,contact_dr_manoj_professor_i_c_admissions_92471_64714_for_admissions.txt,9057
https://bvrithyderabad.edu.in/iot-and-smart-engineering-with-matlab-simulink-workshop-11-04-2026/,iot_and_smart_engineering_with_matlab_simulink_workshop_11_04_2026.txt,8998
https://bvrithyderabad.edu.in/synergia-2026-a-student-technical-and-cultural-fest-on-31-03-2026-and-01-04-2026/,synergia_2026_a_student_technical_and_cultural_fest_on_31_03_2026_and_01_04_2026.txt,9033
https://bvrithyderabad.edu.in/distinguished-lecture-air-flow-management-in-clean-rooms-and-laboratories/,distinguished_lecture_air_flow_management_in_clean_rooms_and_laboratories.txt,9534
https://bvrithyderabad.edu.in/annual-community-conference-on-15-november-2025/,annual_community_conference_on_15_november_2025.txt,9280
https://bvrithyderabad.edu.in/one-week-national-level-fdp-in-hybrid-mode-on-connecting-indian-knowledge-systems-to-engineering-practices-a-way-towards-viksit-bharat-2047/,one_week_national_level_fdp_in_hybrid_mode_on_connecting_indian_knowledge_systems_to_engineering_practices_a_way_towards_viksit_bharat_2047.txt,9610
https://bvrithyderabad.edu.in/best-csi-supporting-principal-award/,best_csi_supporting_principal_award.txt,9425
https://bvrithyderabad.edu.in/pm-vidyalaxmi-scheme/,pm_vidyalaxmi_scheme.txt,8923
https://bvrithyderabad.edu.in/institutions-innovation-council-iic-organizing-seminar-on-sustainable-engineering-an-industry-preference-towards-esg-mandate-what-why-and-how-on-19th-feb-2025-from-930-am-to-1100-am-by-shri/,institutions_innovation_council_iic_organizing_seminar_on_sustainable_engineering_an_industry_preference_towards_esg_mandate_what_why_and_how_on_19th_.txt,9402
https://bvrithyderabad.edu.in/registration-form-for-the-professional-development-programme-on-smart-mobility-the-future-of-autonomous-electric-vehicles/,registration_form_for_the_professional_development_programme_on_smart_mobility_the_future_of_autonomous_electric_vehicles.txt,9051
https://bvrithyderabad.edu.in/one-week-national-level-faculty-development-programme-on-assimilation-of-indian-knowledge-systems-with-nep-2020-prospect-and-retrospect-from-30th-july-to-04th-august-2024/,one_week_national_level_faculty_development_programme_on_assimilation_of_indian_knowledge_systems_with_nep_2020_prospect_and_retrospect_from_30th_july.txt,9412
https://bvrithyderabad.edu.in/dr-j-naga-vishnu-vardhan-mr-priyakanth-mr-sai-kumar-tara-received-best-faculty-awards-from-aimers-02-03-2024/,dr_j_naga_vishnu_vardhan_mr_priyakanth_mr_sai_kumar_tara_received_best_faculty_awards_from_aimers_02_03_2024.txt,9109
https://bvrithyderabad.edu.in/dr-k-v-n-sunitha-principal-received-life-time-achievement-award-by-aimers-society-02-03-2024/,dr_k_v_n_sunitha_principal_received_life_time_achievement_award_by_aimers_society_02_03_2024.txt,9072
https://bvrithyderabad.edu.in/national-level-faculty-development-program-fdp-on-cloud-infrastructure-aws-entered-into-india-book-of-records-2023/,national_level_faculty_development_program_fdp_on_cloud_infrastructure_aws_entered_into_india_book_of_records_2023.txt,9094
https://bvrithyderabad.edu.in/faculty-achievement-dr-anji-reddy-polu/,faculty_achievement_dr_anji_reddy_polu.txt,10068
https://bvrithyderabad.edu.in/dr-s-radhakrishnan-bharat-shiksha-awards-2021/,dr_s_radhakrishnan_bharat_shiksha_awards_2021.txt,9154
https://bvrithyderabad.edu.in/certificate-of-appreciation-aictes-360-degree-feedback-portal/,certificate_of_appreciation_aictes_360_degree_feedback_portal.txt,9165
https://bvrithyderabad.edu.in/ambitions-awards-for-education-2021/,ambitions_awards_for_education_2021.txt,9157
https://bvrithyderabad.edu.in/downloads/,downloads.txt,8529
https://bvrithyderabad.edu.in/basic-sciences-and-humanities/about-hod/,basic_sciences_and_humanities_about_hod.txt,12497
https://bvrithyderabad.edu.in/basic-sciences-and-humanities/curriculum/,basic_sciences_and_humanities_curriculum.txt,9238
https://bvrithyderabad.edu.in/basic-sciences-and-humanities/faculty/,basic_sciences_and_humanities_faculty.txt,11450
https://bvrithyderabad.edu.in/basic-sciences-and-humanities/laboratories-and-workshops/,basic_sciences_and_humanities_laboratories_and_workshops.txt,16467
https://bvrithyderabad.edu.in/basic-sciences-and-humanities/department-committees/,basic_sciences_and_humanities_department_committees.txt,11574
https://bvrithyderabad.edu.in/basic-sciences-and-humanities/academic-calendars/,basic_sciences_and_humanities_academic_calendars.txt,9193
https://bvrithyderabad.edu.in/basic-sciences-and-humanities/course-content-and-outcomes/,basic_sciences_and_humanities_course_content_and_outcomes.txt,9249
https://bvrithyderabad.edu.in/basic-sciences-and-humanities/department-placements/,basic_sciences_and_humanities_department_placements.txt,9093
https://bvrithyderabad.edu.in/basic-sciences-and-humanities/news-letter/,basic_sciences_and_humanities_news_letter.txt,9073
https://bvrithyderabad.edu.in/basic-sciences-and-humanities/activities-in-teaching-and-learning/,basic_sciences_and_humanities_activities_in_teaching_and_learning.txt,9362
https://bvrithyderabad.edu.in/computer-science-and-engineering/about-hod/,computer_science_and_engineering_about_hod.txt,27289
https://bvrithyderabad.edu.in/computer-science-and-engineering/faculty/,computer_science_and_engineering_faculty.txt,12379
https://bvrithyderabad.edu.in/computer-science-and-engineering/milestones/,computer_science_and_engineering_milestones.txt,19393
https://bvrithyderabad.edu.in/computer-science-and-engineering/laboratories/,computer_science_and_engineering_laboratories.txt,20566
https://bvrithyderabad.edu.in/computer-science-and-engineering/curriculum/,computer_science_and_engineering_curriculum.txt,9180
https://bvrithyderabad.edu.in/computer-science-and-engineering/course-content/,computer_science_and_engineering_course_content.txt,9136
https://bvrithyderabad.edu.in/computer-science-and-engineering/academic-calendars/,computer_science_and_engineering_academic_calendars.txt,9223
https://bvrithyderabad.edu.in/computer-science-and-engineering/funded-projects/,computer_science_and_engineering_funded_projects.txt,10810
https://bvrithyderabad.edu.in/computer-science-and-engineering/department-placements/,computer_science_and_engineering_department_placements.txt,9153
https://bvrithyderabad.edu.in/computer-science-and-engineering/patents/,computer_science_and_engineering_patents.txt,9105
https://bvrithyderabad.edu.in/computer-science-and-engineering/start-ups/,computer_science_and_engineering_start_ups.txt,10838
https://bvrithyderabad.edu.in/computer-science-and-engineering/innovations-by-faculty-in-teaching-and-learning/,computer_science_and_engineering_innovations_by_faculty_in_teaching_and_learning.txt,9281
https://bvrithyderabad.edu.in/computer-science-and-engineering/news-letter/,computer_science_and_engineering_news_letter.txt,9921
https://bvrithyderabad.edu.in/cse-artificial-intelligence-and-machine-learning/about-hod/,cse_artificial_intelligence_and_machine_learning_about_hod.txt,9115
https://bvrithyderabad.edu.in/cse-artificial-intelligence-and-machine-learning/curriculum/,cse_artificial_intelligence_and_machine_learning_curriculum.txt,8993
https://bvrithyderabad.edu.in/cse-artificial-intelligence-and-machine-learning/faculty/,cse_artificial_intelligence_and_machine_learning_faculty.txt,10409
https://bvrithyderabad.edu.in/cse-artificial-intelligence-and-machine-learning/laboratories/,cse_artificial_intelligence_and_machine_learning_laboratories.txt,28877
https://bvrithyderabad.edu.in/cse-artificial-intelligence-and-machine-learning/milestones/,cse_artificial_intelligence_and_machine_learning_milestones.txt,14003
https://bvrithyderabad.edu.in/cse-artificial-intelligence-and-machine-learning/academic-calendars/,cse_artificial_intelligence_and_machine_learning_academic_calendars.txt,8941
https://bvrithyderabad.edu.in/cse-artificial-intelligence-and-machine-learning/course-content/,cse_artificial_intelligence_and_machine_learning_course_content.txt,8928
https://bvrithyderabad.edu.in/cse-artificial-intelligence-and-machine-learning/department-placements/,cse_artificial_intelligence_and_machine_learning_department_placements.txt,8943
https://bvrithyderabad.edu.in/cse-artificial-intelligence-and-machine-learning/news-letter/,cse_artificial_intelligence_and_machine_learning_news_letter.txt,9175
https://bvrithyderabad.edu.in/cse-artificial-intelligence-and-machine-learning/innovations-by-faculty-in-teaching-and-learning/,cse_artificial_intelligence_and_machine_learning_innovations_by_faculty_in_teaching_and_learning.txt,9019
https://bvrithyderabad.edu.in/electronics-and-communication-engineering/about-hod/,electronics_and_communication_engineering_about_hod.txt,9689
https://bvrithyderabad.edu.in/electronics-and-communication-engineering/faculty/,electronics_and_communication_engineering_faculty.txt,11119
https://bvrithyderabad.edu.in/electronics-and-communication-engineering/milestones/,electronics_and_communication_engineering_milestones.txt,15484
https://bvrithyderabad.edu.in/electronics-and-communication-engineering/laboratories/,electronics_and_communication_engineering_laboratories.txt,22204
https://bvrithyderabad.edu.in/electronics-and-communication-engineering/curriculum/,electronics_and_communication_engineering_curriculum.txt,9192
https://bvrithyderabad.edu.in/electronics-and-communication-engineering/course-content/,electronics_and_communication_engineering_course_content.txt,9141
https://bvrithyderabad.edu.in/electronics-and-communication-engineering/academic-calendars/,electronics_and_communication_engineering_academic_calendars.txt,9232
https://bvrithyderabad.edu.in/electronics-and-communication-engineering/funded-projects/,electronics_and_communication_engineering_funded_projects.txt,11767
https://bvrithyderabad.edu.in/electronics-and-communication-engineering/department-placements/,electronics_and_communication_engineering_department_placements.txt,9158
https://bvrithyderabad.edu.in/electronics-and-communication-engineering/start-ups/,electronics_and_communication_engineering_start_ups.txt,11405
https://bvrithyderabad.edu.in/electronics-and-communication-engineering/faculty-innovations-in-teaching-and-learning/,electronics_and_communication_engineering_faculty_innovations_in_teaching_and_learning.txt,9304
https://bvrithyderabad.edu.in/electronics-and-communication-engineering/news-letters/,electronics_and_communication_engineering_news_letters.txt,9981
https://bvrithyderabad.edu.in/electrical-and-electronics-engineering/about-hod/,electrical_and_electronics_engineering_about_hod.txt,10416
https://bvrithyderabad.edu.in/electrical-and-electronics-engineering/curriculum/,electrical_and_electronics_engineering_curriculum.txt,8999
https://bvrithyderabad.edu.in/electrical-and-electronics-engineering/faculty/,electrical_and_electronics_engineering_faculty.txt,10028
https://bvrithyderabad.edu.in/electrical-and-electronics-engineering/laboratories/,electrical_and_electronics_engineering_laboratories.txt,17054
https://bvrithyderabad.edu.in/electrical-and-electronics-engineering/milestones/,electrical_and_electronics_engineering_milestones.txt,9657
https://bvrithyderabad.edu.in/electrical-and-electronics-engineering/academic-calendars/,electrical_and_electronics_engineering_academic_calendars.txt,9113
